Region,Product_Type,Sales_Amount,Payment_Method,Transaction_Time
East,Groceries,598,Credit Card,10:00 AM
West,Clothing,295,Credit Card,3:00 PM
South,Electronics,332,Debit Card,4:00 PM
South,Clothing,663,PayPal,10:00 AM
West,Furniture,980,Credit Card,12:00 PM
North,Furniture,855,PayPal,8:00 PM
North,Clothing,281,Debit Card,7:00 PM
South,Groceries,365,Cash,7:00 PM
South,Toys,887,Cash,11:00 AM
North,Clothing,849,PayPal,12:00 PM
East,Clothing,385,PayPal,1:00 PM
West,Clothing,460,Credit Card,2:00 PM
West,Clothing,294,Debit Card,10:00 AM
East,Clothing,436,Cash,6:00 PM
East,Groceries,738,Credit Card,2:00 PM
East,Electronics,774,Bitcoin,5:00 PM
East,Toys,407,Credit Card,8:00 PM
East,Electronics,663,PayPal,8:00 PM
East,Clothing,847,Bitcoin,7:00 PM
West,Electronics,71,Credit Card,4:00 PM
East,Groceries,68,Debit Card,9:00 AM
North,Furniture,336,Cash,5:00 PM
East,Electronics,325,Bitcoin,8:00 PM
East,Toys,708,Debit Card,7:00 PM
West,Groceries,947,Credit Card,6:00 PM
West,Furniture,601,PayPal,7:00 PM
East,Groceries,728,PayPal,10:00 AM
West,Clothing,652,Debit Card,8:00 PM
South,Furniture,121,PayPal,7:00 PM
West,Toys,414,Cash,9:00 AM
West,Furniture,999,Debit Card,2:00 PM
West,Toys,844,Debit Card,9:00 PM
West,Clothing,384,PayPal,9:00 AM
North,Toys,701,Debit Card,2:00 PM
North,Groceries,800,Credit Card,10:00 AM
North,Electronics,639,Bitcoin,8:00 PM
East,Groceries,248,Bitcoin,7:00 PM
East,Groceries,66,PayPal,3:00 PM
South,Furniture,267,Cash,3:00 PM
North,Clothing,790,Cash,8:00 PM
East,Electronics,901,PayPal,12:00 PM
West,Toys,699,PayPal,10:00 AM
West,Furniture,196,Debit Card,8:00 PM
North,Clothing,259,Cash,7:00 PM
South,Electronics,719,Bitcoin,3:00 PM
South,Groceries,463,PayPal,9:00 AM
West,Clothing,714,Bitcoin,8:00 PM
South,Clothing,905,Bitcoin,7:00 PM
North,Clothing,379,Cash,7:00 PM
West,Groceries,944,Bitcoin,10:00 AM
East,Toys,919,Debit Card,8:00 PM
East,Furniture,401,Debit Card,10:00 AM
South,Toys,212,Cash,9:00 AM
West,Electronics,868,Debit Card,5:00 PM
West,Furniture,150,PayPal,2:00 PM
East,Electronics,376,Cash,11:00 AM
West,Groceries,376,Bitcoin,8:00 PM
West,Toys,204,PayPal,2:00 PM
West,Clothing,59,Cash,3:00 PM
South,Furniture,402,Bitcoin,11:00 AM
West,Clothing,988,Bitcoin,12:00 PM
North,Electronics,232,Bitcoin,6:00 PM
South,Clothing,504,Bitcoin,9:00 AM
West,Clothing,695,Bitcoin,2:00 PM
West,Groceries,55,Cash,2:00 PM
North,Groceries,382,Debit Card,5:00 PM
South,Toys,993,Bitcoin,10:00 AM
East,Electronics,382,PayPal,1:00 PM
East,Groceries,307,Cash,1:00 PM
South,Groceries,260,Credit Card,3:00 PM
West,Toys,100,Debit Card,1:00 PM
West,Furniture,494,PayPal,8:00 PM
East,Toys,708,Bitcoin,6:00 PM
East,Clothing,426,Cash,12:00 PM
East,Clothing,689,Cash,8:00 PM
North,Groceries,535,Bitcoin,6:00 PM
East,Groceries,819,PayPal,8:00 PM
North,Toys,100,Cash,10:00 AM
South,Toys,203,Debit Card,4:00 PM
West,Electronics,631,PayPal,1:00 PM
East,Clothing,837,Bitcoin,9:00 PM
West,Toys,840,PayPal,12:00 PM
West,Furniture,359,PayPal,5:00 PM
East,Electronics,448,Credit Card,10:00 AM
East,Toys,183,Bitcoin,11:00 AM
South,Groceries,269,Debit Card,4:00 PM
North,Toys,212,Bitcoin,7:00 PM
North,Groceries,697,Credit Card,12:00 PM
West,Groceries,618,Bitcoin,5:00 PM
East,Clothing,551,Bitcoin,6:00 PM
South,Clothing,995,Debit Card,9:00 PM
South,Toys,738,Credit Card,8:00 PM
South,Toys,164,Bitcoin,6:00 PM
South,Furniture,548,Bitcoin,6:00 PM
South,Electronics,521,Cash,6:00 PM
North,Electronics,198,Bitcoin,5:00 PM
North,Toys,290,Debit Card,6:00 PM
North,Clothing,172,Cash,5:00 PM
East,Furniture,853,Credit Card,9:00 AM
West,Electronics,888,PayPal,2:00 PM
South,Toys,118,Debit Card,6:00 PM
East,Clothing,875,Credit Card,9:00 PM
South,Clothing,112,Cash,2:00 PM
North,Clothing,782,PayPal,4:00 PM
East,Groceries,65,Credit Card,3:00 PM
North,Clothing,439,Debit Card,3:00 PM
South,Toys,639,Cash,10:00 AM
South,Furniture,683,Debit Card,9:00 PM
West,Toys,997,Debit Card,8:00 PM
South,Clothing,307,Cash,7:00 PM
North,Furniture,266,Bitcoin,12:00 PM
South,Electronics,528,Debit Card,9:00 AM
West,Electronics,163,Cash,8:00 PM
West,Toys,931,Debit Card,7:00 PM
North,Furniture,429,Bitcoin,7:00 PM
East,Toys,707,Cash,9:00 PM
South,Furniture,286,Credit Card,3:00 PM
West,Furniture,525,Credit Card,12:00 PM
South,Toys,980,Credit Card,5:00 PM
South,Furniture,647,PayPal,2:00 PM
East,Clothing,728,Debit Card,2:00 PM
West,Furniture,178,Debit Card,5:00 PM
South,Furniture,559,Cash,9:00 PM
West,Toys,214,PayPal,4:00 PM
North,Electronics,326,Debit Card,2:00 PM
North,Groceries,306,Cash,9:00 PM
South,Furniture,181,Bitcoin,2:00 PM
West,Groceries,619,Debit Card,2:00 PM
South,Furniture,306,Debit Card,12:00 PM
West,Toys,190,Bitcoin,1:00 PM
West,Toys,735,Bitcoin,11:00 AM
East,Furniture,736,Debit Card,5:00 PM
East,Toys,258,Bitcoin,7:00 PM
East,Toys,765,Cash,10:00 AM
South,Furniture,568,Debit Card,7:00 PM
East,Electronics,100,Debit Card,3:00 PM
East,Furniture,552,Credit Card,9:00 AM
North,Electronics,308,Debit Card,6:00 PM
West,Toys,227,Credit Card,8:00 PM
West,Electronics,971,Bitcoin,3:00 PM
East,Toys,592,Bitcoin,10:00 AM
West,Electronics,405,Cash,1:00 PM
North,Electronics,367,Credit Card,9:00 AM
North,Furniture,715,Debit Card,1:00 PM
East,Electronics,413,Credit Card,7:00 PM
North,Toys,104,Bitcoin,12:00 PM
West,Furniture,205,Bitcoin,9:00 AM
South,Electronics,93,Cash,8:00 PM
West,Furniture,642,Bitcoin,9:00 AM
South,Groceries,727,Credit Card,3:00 PM
East,Furniture,591,Debit Card,9:00 PM
South,Groceries,371,Debit Card,11:00 AM
North,Groceries,697,Credit Card,6:00 PM
West,Furniture,63,Cash,8:00 PM
South,Toys,406,Debit Card,5:00 PM
West,Toys,532,Credit Card,5:00 PM
East,Toys,667,Credit Card,8:00 PM
East,Clothing,408,Bitcoin,6:00 PM
North,Groceries,367,Bitcoin,7:00 PM
East,Furniture,124,Cash,5:00 PM
South,Toys,640,Cash,9:00 AM
East,Toys,243,Cash,8:00 PM
North,Furniture,412,Credit Card,12:00 PM
West,Groceries,145,Credit Card,9:00 AM
West,Furniture,89,Bitcoin,9:00 AM
East,Clothing,817,Debit Card,5:00 PM
South,Clothing,446,Cash,1:00 PM
North,Furniture,156,PayPal,9:00 AM
South,Groceries,66,Cash,7:00 PM
North,Toys,576,Bitcoin,11:00 AM
East,Clothing,978,Credit Card,3:00 PM
North,Clothing,833,Bitcoin,10:00 AM
North,Groceries,548,Bitcoin,12:00 PM
East,Clothing,574,Bitcoin,10:00 AM
South,Clothing,808,PayPal,5:00 PM
East,Groceries,775,PayPal,8:00 PM
North,Furniture,712,Cash,5:00 PM
East,Toys,853,Credit Card,8:00 PM
North,Toys,92,Bitcoin,9:00 PM
East,Clothing,995,Debit Card,9:00 PM
West,Toys,675,Cash,9:00 PM
West,Furniture,891,Cash,3:00 PM
East,Clothing,642,Bitcoin,3:00 PM
South,Toys,399,Cash,10:00 AM
North,Electronics,702,Bitcoin,8:00 PM
West,Electronics,79,Cash,6:00 PM
South,Electronics,490,Credit Card,8:00 PM
North,Electronics,591,Cash,4:00 PM
West,Electronics,504,Cash,9:00 AM
West,Clothing,827,Debit Card,4:00 PM
East,Groceries,660,Credit Card,1:00 PM
North,Groceries,143,Credit Card,9:00 PM
South,Clothing,772,Credit Card,12:00 PM
South,Clothing,344,Cash,6:00 PM
South,Furniture,598,PayPal,10:00 AM
North,Groceries,948,Cash,11:00 AM
South,Electronics,138,Bitcoin,9:00 PM
South,Clothing,979,Debit Card,9:00 PM
South,Electronics,552,Credit Card,6:00 PM
East,Groceries,816,Bitcoin,9:00 PM
East,Toys,263,Bitcoin,10:00 AM
North,Toys,471,PayPal,7:00 PM
North,Clothing,575,Credit Card,8:00 PM
South,Furniture,241,Cash,12:00 PM
East,Electronics,856,Credit Card,11:00 AM
West,Clothing,743,Debit Card,1:00 PM
West,Furniture,691,Credit Card,3:00 PM
South,Electronics,273,Bitcoin,5:00 PM
South,Groceries,604,Bitcoin,1:00 PM
East,Toys,742,Cash,4:00 PM
East,Furniture,436,Cash,10:00 AM
East,Electronics,730,Cash,2:00 PM
North,Clothing,825,Debit Card,4:00 PM
North,Electronics,523,Credit Card,5:00 PM
South,Clothing,657,PayPal,7:00 PM
North,Toys,252,Credit Card,12:00 PM
East,Toys,496,Cash,12:00 PM
East,Electronics,882,Debit Card,3:00 PM
North,Electronics,896,Credit Card,9:00 PM
West,Clothing,949,Bitcoin,12:00 PM
South,Clothing,117,Credit Card,1:00 PM
West,Furniture,141,Bitcoin,10:00 AM
South,Furniture,827,Credit Card,10:00 AM
West,Furniture,892,Credit Card,7:00 PM
North,Electronics,227,Credit Card,6:00 PM
South,Furniture,712,Cash,1:00 PM
South,Electronics,878,Bitcoin,8:00 PM
South,Toys,608,Debit Card,6:00 PM
East,Groceries,52,PayPal,6:00 PM
East,Toys,152,Bitcoin,9:00 PM
West,Electronics,322,Cash,10:00 AM
North,Electronics,583,Bitcoin,8:00 PM
East,Groceries,165,Debit Card,2:00 PM
South,Clothing,908,Bitcoin,8:00 PM
East,Clothing,961,Cash,2:00 PM
North,Clothing,513,Cash,8:00 PM
East,Furniture,153,PayPal,4:00 PM
South,Clothing,308,Debit Card,8:00 PM
West,Furniture,357,PayPal,9:00 AM
South,Furniture,416,Credit Card,3:00 PM
North,Clothing,978,Cash,8:00 PM
West,Clothing,859,PayPal,3:00 PM
East,Groceries,691,Cash,5:00 PM
East,Groceries,856,Cash,12:00 PM
East,Furniture,351,Credit Card,3:00 PM
West,Groceries,609,Cash,8:00 PM
South,Furniture,76,PayPal,9:00 PM
West,Electronics,557,Debit Card,2:00 PM
West,Furniture,576,Bitcoin,12:00 PM
North,Furniture,824,PayPal,6:00 PM
West,Groceries,414,Credit Card,8:00 PM
East,Electronics,347,Bitcoin,4:00 PM
South,Toys,826,Cash,11:00 AM
South,Toys,410,PayPal,4:00 PM
South,Toys,695,Bitcoin,9:00 PM
East,Electronics,553,PayPal,1:00 PM
East,Clothing,637,Cash,12:00 PM
East,Electronics,79,PayPal,11:00 AM
East,Groceries,488,Credit Card,8:00 PM
East,Furniture,389,Bitcoin,6:00 PM
West,Furniture,175,Bitcoin,3:00 PM
East,Groceries,645,Bitcoin,9:00 PM
East,Groceries,615,PayPal,3:00 PM
East,Furniture,415,Cash,9:00 PM
East,Clothing,844,PayPal,2:00 PM
South,Clothing,901,PayPal,11:00 AM
East,Clothing,492,Bitcoin,5:00 PM
West,Groceries,312,Cash,7:00 PM
West,Furniture,985,Debit Card,10:00 AM
West,Furniture,921,Cash,11:00 AM
North,Furniture,271,PayPal,9:00 AM
South,Electronics,889,Credit Card,3:00 PM
East,Electronics,51,Cash,10:00 AM
North,Toys,959,Bitcoin,6:00 PM
East,Electronics,443,Credit Card,4:00 PM
North,Clothing,355,Debit Card,5:00 PM
North,Clothing,195,Debit Card,8:00 PM
West,Clothing,579,Credit Card,7:00 PM
West,Clothing,577,Debit Card,10:00 AM
North,Toys,357,Credit Card,2:00 PM
West,Clothing,997,PayPal,7:00 PM
North,Groceries,720,Credit Card,9:00 AM
South,Groceries,389,PayPal,4:00 PM
West,Groceries,968,Bitcoin,1:00 PM
West,Electronics,401,Bitcoin,5:00 PM
West,Furniture,859,Debit Card,11:00 AM
South,Toys,258,Credit Card,10:00 AM
North,Groceries,254,PayPal,3:00 PM
East,Groceries,674,Bitcoin,7:00 PM
West,Clothing,739,Bitcoin,3:00 PM
North,Groceries,770,Bitcoin,9:00 PM
South,Clothing,685,Debit Card,6:00 PM
East,Clothing,64,Bitcoin,1:00 PM
West,Furniture,907,Cash,3:00 PM
South,Electronics,477,Debit Card,8:00 PM
South,Clothing,525,Credit Card,2:00 PM
East,Clothing,347,Cash,5:00 PM
North,Furniture,606,Debit Card,8:00 PM
West,Clothing,143,Debit Card,11:00 AM
West,Toys,156,PayPal,12:00 PM
North,Electronics,468,Cash,5:00 PM
North,Toys,327,Cash,6:00 PM
North,Groceries,177,Cash,9:00 PM
East,Electronics,508,Bitcoin,4:00 PM
East,Groceries,87,Bitcoin,6:00 PM
West,Clothing,658,Credit Card,2:00 PM
East,Furniture,247,Credit Card,8:00 PM
South,Toys,753,Credit Card,11:00 AM
West,Groceries,406,Bitcoin,8:00 PM
East,Clothing,56,PayPal,5:00 PM
North,Toys,605,Credit Card,5:00 PM
South,Toys,381,Debit Card,7:00 PM
North,Groceries,568,Bitcoin,2:00 PM
West,Clothing,243,PayPal,10:00 AM
North,Furniture,365,Debit Card,3:00 PM
East,Groceries,50,Debit Card,5:00 PM
East,Toys,111,Bitcoin,5:00 PM
West,Toys,392,Cash,11:00 AM
North,Electronics,650,PayPal,10:00 AM
West,Clothing,67,Bitcoin,8:00 PM
North,Electronics,669,Cash,1:00 PM
South,Furniture,696,Bitcoin,7:00 PM
East,Groceries,420,Bitcoin,6:00 PM
West,Toys,871,Debit Card,9:00 PM
South,Clothing,628,Bitcoin,3:00 PM
South,Toys,654,Cash,11:00 AM
West,Electronics,699,Debit Card,8:00 PM
West,Electronics,750,Cash,12:00 PM
South,Groceries,620,Cash,6:00 PM
North,Clothing,748,Debit Card,10:00 AM
South,Clothing,284,Cash,8:00 PM
West,Groceries,118,Credit Card,8:00 PM
South,Electronics,496,Bitcoin,7:00 PM
North,Electronics,659,Debit Card,6:00 PM
East,Electronics,57,Debit Card,9:00 PM
East,Toys,511,Credit Card,8:00 PM
South,Furniture,360,Credit Card,9:00 PM
North,Electronics,183,Credit Card,10:00 AM
East,Furniture,434,Credit Card,3:00 PM
South,Furniture,105,PayPal,10:00 AM
South,Clothing,409,Debit Card,9:00 AM
North,Groceries,163,Cash,12:00 PM
West,Toys,137,Debit Card,2:00 PM
South,Furniture,187,Debit Card,6:00 PM
West,Toys,157,Debit Card,6:00 PM
West,Clothing,549,Credit Card,12:00 PM
East,Electronics,584,Credit Card,9:00 AM
West,Furniture,193,PayPal,9:00 AM
North,Groceries,918,Debit Card,5:00 PM
East,Clothing,705,Bitcoin,9:00 AM
East,Toys,105,PayPal,3:00 PM
East,Electronics,669,Credit Card,7:00 PM
South,Toys,912,Debit Card,8:00 PM
South,Groceries,55,Credit Card,8:00 PM
West,Furniture,591,Cash,8:00 PM
East,Groceries,496,Credit Card,3:00 PM
East,Toys,434,Credit Card,9:00 AM
North,Toys,356,PayPal,9:00 AM
West,Groceries,923,Cash,2:00 PM
North,Groceries,906,Bitcoin,4:00 PM
West,Groceries,688,Bitcoin,3:00 PM
West,Electronics,351,Bitcoin,2:00 PM
South,Toys,682,Debit Card,6:00 PM
South,Clothing,454,Bitcoin,11:00 AM
North,Electronics,660,Debit Card,8:00 PM
West,Electronics,727,Credit Card,7:00 PM
East,Electronics,886,Bitcoin,3:00 PM
South,Clothing,880,PayPal,2:00 PM
East,Groceries,802,Cash,4:00 PM
North,Toys,611,Cash,12:00 PM
South,Furniture,829,Credit Card,5:00 PM
South,Furniture,886,Cash,9:00 AM
West,Toys,559,Cash,8:00 PM
North,Clothing,122,Credit Card,9:00 PM
West,Furniture,861,Credit Card,3:00 PM
South,Electronics,613,Credit Card,5:00 PM
North,Furniture,314,PayPal,6:00 PM
South,Toys,276,Credit Card,9:00 AM
North,Electronics,242,Credit Card,6:00 PM
South,Furniture,423,Credit Card,11:00 AM
East,Toys,800,Bitcoin,3:00 PM
East,Clothing,59,Bitcoin,5:00 PM
West,Toys,351,PayPal,9:00 AM
East,Clothing,408,PayPal,2:00 PM
South,Electronics,789,Cash,7:00 PM
South,Toys,854,Bitcoin,10:00 AM
East,Groceries,101,PayPal,1:00 PM
West,Groceries,801,PayPal,3:00 PM
East,Groceries,148,Cash,3:00 PM
North,Groceries,642,Credit Card,6:00 PM
North,Groceries,62,Debit Card,3:00 PM
North,Clothing,439,Cash,8:00 PM
East,Toys,406,Debit Card,12:00 PM
East,Electronics,689,Cash,8:00 PM
East,Groceries,865,Cash,2:00 PM
North,Groceries,977,Credit Card,7:00 PM
West,Electronics,60,PayPal,6:00 PM
South,Electronics,130,Bitcoin,2:00 PM
East,Groceries,310,Cash,3:00 PM
West,Clothing,55,Credit Card,5:00 PM
South,Electronics,507,Debit Card,2:00 PM
South,Toys,422,PayPal,8:00 PM
South,Toys,530,Cash,6:00 PM
West,Clothing,271,Debit Card,9:00 AM
West,Furniture,966,Cash,4:00 PM
North,Clothing,859,Bitcoin,10:00 AM
West,Groceries,130,Bitcoin,11:00 AM
West,Furniture,972,PayPal,8:00 PM
West,Groceries,564,Debit Card,1:00 PM
South,Toys,109,Bitcoin,2:00 PM
East,Electronics,270,Credit Card,3:00 PM
North,Groceries,398,PayPal,8:00 PM
East,Toys,610,Cash,12:00 PM
East,Clothing,277,Debit Card,11:00 AM
West,Groceries,339,Debit Card,5:00 PM
North,Toys,342,Credit Card,12:00 PM
East,Electronics,859,Bitcoin,5:00 PM
East,Groceries,242,Debit Card,5:00 PM
North,Toys,523,Credit Card,7:00 PM
West,Groceries,306,Credit Card,8:00 PM
East,Electronics,555,Cash,11:00 AM
South,Groceries,437,Credit Card,11:00 AM
East,Groceries,664,PayPal,9:00 PM
South,Toys,447,Debit Card,7:00 PM
West,Furniture,415,PayPal,9:00 PM
East,Groceries,707,Credit Card,4:00 PM
North,Furniture,339,Credit Card,9:00 AM
North,Clothing,818,PayPal,2:00 PM
East,Groceries,358,Cash,2:00 PM
West,Furniture,327,Credit Card,5:00 PM
West,Clothing,513,PayPal,10:00 AM
North,Toys,238,PayPal,4:00 PM
East,Groceries,967,Debit Card,3:00 PM
West,Toys,227,Cash,10:00 AM
North,Clothing,577,Bitcoin,9:00 AM
South,Toys,973,PayPal,12:00 PM
East,Toys,424,Debit Card,10:00 AM
South,Electronics,647,Bitcoin,11:00 AM
South,Clothing,809,Debit Card,10:00 AM
West,Toys,503,Debit Card,5:00 PM
West,Furniture,266,Cash,12:00 PM
West,Clothing,91,Credit Card,9:00 AM
East,Electronics,243,Cash,4:00 PM
South,Groceries,376,Bitcoin,12:00 PM
East,Toys,422,Cash,6:00 PM
West,Furniture,514,Credit Card,7:00 PM
South,Electronics,212,Cash,7:00 PM
East,Clothing,325,Cash,4:00 PM
East,Toys,413,Cash,4:00 PM
North,Electronics,691,PayPal,5:00 PM
East,Electronics,824,PayPal,8:00 PM
West,Furniture,529,Cash,6:00 PM
East,Groceries,738,Credit Card,3:00 PM
South,Groceries,509,Credit Card,12:00 PM
East,Groceries,314,Credit Card,8:00 PM
North,Clothing,588,Credit Card,8:00 PM
South,Electronics,435,Debit Card,10:00 AM
South,Clothing,134,Cash,2:00 PM
North,Electronics,757,Cash,12:00 PM
West,Furniture,365,Debit Card,2:00 PM
South,Furniture,292,Credit Card,4:00 PM
West,Clothing,518,Bitcoin,11:00 AM
South,Clothing,929,Bitcoin,9:00 AM
South,Furniture,391,Debit Card,1:00 PM
West,Toys,226,Bitcoin,8:00 PM
South,Groceries,179,PayPal,11:00 AM
West,Groceries,706,Cash,2:00 PM
North,Furniture,132,Bitcoin,11:00 AM
West,Groceries,409,PayPal,9:00 AM
North,Toys,137,Cash,5:00 PM
South,Toys,581,PayPal,1:00 PM
West,Electronics,791,Cash,9:00 PM
South,Clothing,687,Cash,9:00 PM
West,Groceries,520,Bitcoin,10:00 AM
North,Toys,547,Debit Card,10:00 AM
North,Clothing,556,Bitcoin,7:00 PM
West,Clothing,403,Credit Card,5:00 PM
North,Electronics,465,PayPal,8:00 PM
South,Clothing,100,Credit Card,9:00 AM
South,Clothing,649,Cash,6:00 PM
East,Furniture,731,Bitcoin,11:00 AM
North,Electronics,112,Credit Card,8:00 PM
South,Electronics,138,Credit Card,9:00 PM
West,Groceries,750,Credit Card,9:00 PM
North,Clothing,239,Cash,6:00 PM
South,Groceries,948,Cash,7:00 PM
North,Toys,650,Cash,3:00 PM
West,Clothing,397,Credit Card,9:00 AM
South,Toys,893,PayPal,10:00 AM
East,Furniture,587,Bitcoin,2:00 PM
East,Clothing,225,Bitcoin,5:00 PM
North,Groceries,413,Cash,8:00 PM
West,Groceries,825,Credit Card,5:00 PM
South,Clothing,950,PayPal,8:00 PM
West,Groceries,956,Debit Card,4:00 PM
South,Clothing,603,Cash,11:00 AM
North,Electronics,532,Debit Card,10:00 AM
South,Groceries,168,Bitcoin,9:00 AM
West,Clothing,218,Bitcoin,7:00 PM
West,Clothing,669,PayPal,7:00 PM
North,Groceries,196,PayPal,5:00 PM
West,Electronics,737,Debit Card,9:00 PM
South,Groceries,486,Bitcoin,1:00 PM
North,Clothing,488,PayPal,8:00 PM
South,Electronics,937,PayPal,11:00 AM
West,Toys,238,Bitcoin,6:00 PM
North,Furniture,209,Bitcoin,6:00 PM
South,Groceries,863,Credit Card,7:00 PM
West,Clothing,909,PayPal,1:00 PM
West,Electronics,981,Debit Card,7:00 PM
East,Electronics,451,Cash,8:00 PM
West,Toys,635,Cash,11:00 AM
South,Groceries,913,Bitcoin,5:00 PM
North,Electronics,67,Debit Card,9:00 PM
East,Toys,189,Credit Card,9:00 AM
West,Clothing,164,PayPal,9:00 AM
West,Toys,377,Credit Card,11:00 AM
West,Groceries,274,Debit Card,2:00 PM
South,Toys,607,Credit Card,7:00 PM
East,Electronics,488,Bitcoin,10:00 AM
South,Electronics,599,Cash,9:00 AM
East,Furniture,767,Bitcoin,4:00 PM
North,Toys,435,PayPal,7:00 PM
South,Clothing,570,Bitcoin,6:00 PM
South,Groceries,302,Debit Card,5:00 PM
North,Furniture,669,Debit Card,6:00 PM
East,Toys,950,PayPal,9:00 PM
West,Clothing,147,PayPal,8:00 PM
North,Furniture,836,Cash,9:00 AM
West,Electronics,120,Credit Card,11:00 AM
West,Groceries,600,Cash,1:00 PM
North,Toys,859,Bitcoin,3:00 PM
East,Clothing,962,Credit Card,6:00 PM
West,Electronics,496,PayPal,12:00 PM
North,Furniture,139,Debit Card,2:00 PM
South,Groceries,479,Bitcoin,9:00 AM
South,Furniture,268,Cash,12:00 PM
South,Furniture,156,PayPal,4:00 PM
North,Clothing,525,Credit Card,1:00 PM
South,Electronics,965,Credit Card,4:00 PM
West,Toys,503,Debit Card,8:00 PM
South,Clothing,953,PayPal,9:00 AM
South,Groceries,657,PayPal,9:00 PM
West,Furniture,964,Bitcoin,6:00 PM
South,Groceries,593,Bitcoin,5:00 PM
West,Clothing,175,Credit Card,12:00 PM
South,Clothing,196,Cash,5:00 PM
West,Toys,329,Credit Card,4:00 PM
South,Furniture,73,Bitcoin,4:00 PM
West,Clothing,770,Bitcoin,9:00 PM
North,Groceries,169,Bitcoin,8:00 PM
West,Toys,835,Credit Card,10:00 AM
South,Groceries,701,PayPal,11:00 AM
South,Furniture,346,Cash,6:00 PM
East,Toys,904,Cash,5:00 PM
West,Toys,993,Bitcoin,11:00 AM
North,Toys,131,Debit Card,4:00 PM
West,Electronics,497,Credit Card,1:00 PM
West,Toys,961,PayPal,3:00 PM
North,Groceries,769,Bitcoin,12:00 PM
West,Groceries,968,Debit Card,4:00 PM
North,Furniture,519,Bitcoin,12:00 PM
North,Clothing,472,Debit Card,1:00 PM
West,Clothing,594,Cash,9:00 AM
West,Electronics,73,Debit Card,6:00 PM
South,Toys,110,Cash,4:00 PM
South,Electronics,872,Cash,3:00 PM
East,Furniture,750,Credit Card,7:00 PM
East,Furniture,133,Debit Card,1:00 PM
West,Clothing,274,PayPal,2:00 PM
North,Furniture,729,PayPal,9:00 AM
East,Toys,235,Debit Card,4:00 PM
West,Groceries,424,Credit Card,5:00 PM
East,Furniture,121,PayPal,7:00 PM
North,Electronics,123,Bitcoin,1:00 PM
West,Toys,946,PayPal,6:00 PM
North,Furniture,390,Credit Card,3:00 PM
West,Furniture,202,Cash,6:00 PM
East,Toys,145,Cash,9:00 PM
South,Furniture,614,Cash,12:00 PM
East,Groceries,494,Credit Card,2:00 PM
East,Clothing,735,Cash,10:00 AM
South,Toys,159,Cash,12:00 PM
South,Electronics,507,Credit Card,1:00 PM
West,Furniture,877,Bitcoin,5:00 PM
West,Clothing,100,PayPal,9:00 PM
North,Electronics,426,Credit Card,5:00 PM
North,Electronics,814,Credit Card,4:00 PM
East,Groceries,122,Debit Card,9:00 PM
South,Clothing,261,Cash,8:00 PM
North,Toys,481,Bitcoin,12:00 PM
East,Clothing,773,Debit Card,2:00 PM
South,Clothing,812,Bitcoin,3:00 PM
West,Electronics,217,Cash,9:00 PM
East,Groceries,824,Cash,9:00 AM
West,Groceries,380,Cash,9:00 PM
North,Clothing,791,PayPal,9:00 AM
North,Clothing,800,Bitcoin,12:00 PM
South,Furniture,836,Bitcoin,11:00 AM
East,Electronics,543,Debit Card,6:00 PM
West,Toys,192,Credit Card,12:00 PM
South,Toys,631,Cash,9:00 PM
North,Groceries,494,Cash,9:00 PM
North,Electronics,873,Debit Card,5:00 PM
East,Groceries,443,Bitcoin,10:00 AM
West,Toys,561,PayPal,12:00 PM
East,Clothing,735,Bitcoin,3:00 PM
West,Electronics,897,PayPal,10:00 AM
West,Electronics,670,PayPal,4:00 PM
East,Furniture,764,Bitcoin,6:00 PM
South,Clothing,746,Cash,12:00 PM
East,Clothing,852,PayPal,5:00 PM
East,Groceries,377,Debit Card,9:00 AM
North,Electronics,653,Debit Card,3:00 PM
North,Groceries,308,PayPal,9:00 AM
East,Clothing,883,Cash,7:00 PM
East,Furniture,486,PayPal,6:00 PM
North,Electronics,767,Debit Card,7:00 PM
West,Clothing,613,Debit Card,5:00 PM
East,Furniture,398,Bitcoin,8:00 PM
South,Toys,742,Cash,6:00 PM
South,Clothing,999,Bitcoin,8:00 PM
South,Toys,864,Credit Card,9:00 PM
East,Groceries,564,PayPal,6:00 PM
West,Toys,498,Bitcoin,8:00 PM
West,Clothing,448,Cash,9:00 AM
North,Toys,645,PayPal,11:00 AM
East,Electronics,263,PayPal,8:00 PM
West,Clothing,595,PayPal,3:00 PM
East,Furniture,611,PayPal,9:00 PM
North,Toys,338,PayPal,9:00 AM
North,Electronics,890,Cash,1:00 PM
North,Groceries,308,Credit Card,2:00 PM
South,Groceries,307,Debit Card,11:00 AM
East,Toys,437,Credit Card,9:00 PM
North,Groceries,833,Debit Card,2:00 PM
East,Furniture,743,Bitcoin,12:00 PM
South,Clothing,594,PayPal,2:00 PM
South,Electronics,314,Bitcoin,2:00 PM
North,Toys,362,Bitcoin,12:00 PM
North,Groceries,89,Debit Card,9:00 AM
West,Clothing,869,Cash,11:00 AM
East,Furniture,259,PayPal,7:00 PM
North,Groceries,321,Bitcoin,6:00 PM
West,Groceries,185,Credit Card,3:00 PM
East,Electronics,648,PayPal,10:00 AM
North,Furniture,109,Cash,12:00 PM
West,Furniture,559,PayPal,2:00 PM
West,Toys,725,Bitcoin,1:00 PM
East,Electronics,564,Credit Card,2:00 PM
West,Toys,64,Bitcoin,1:00 PM
East,Electronics,663,Cash,5:00 PM
